data_id,num_item_id,age,comprehension,production,language,form,birth_order,ethnicity,sex,zygosity,norming,mom_ed,longitudinal,source_name,license,item_id,definition,type,category,lexical_category,lexical_class,word,complexity_category,produces
133639,168,24,201,201,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,TRUE
133640,168,18,20,20,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133641,168,28,352,352,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133642,168,24,96,96,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133643,168,30,445,445,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133644,168,17,6,6,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133645,168,21,361,361,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,TRUE
133646,168,21,19,19,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133647,168,17,39,39,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133648,168,25,589,589,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133650,168,18,26,26,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133651,168,18,134,134,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133652,168,21,148,148,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133653,168,21,95,95,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133656,168,25,668,668,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,TRUE
133657,168,19,26,26,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133658,168,19,5,5,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133659,168,17,9,9,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133661,168,17,150,150,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133662,168,25,435,435,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,TRUE
133663,168,20,42,42,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133664,168,24,119,119,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133667,168,21,109,109,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133668,168,17,21,21,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133670,168,18,32,32,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133671,168,30,552,552,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,TRUE
133672,168,21,364,364,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133673,168,18,47,47,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133674,168,17,63,63,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133675,168,20,170,170,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133677,168,19,143,143,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133678,168,25,321,321,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,TRUE
133679,168,16,90,90,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133681,168,17,39,39,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133682,168,16,33,33,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133684,168,16,16,16,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Smith (paper),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133685,168,25,628,628,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Byers,CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,TRUE
133687,168,26,599,599,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Byers,CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,TRUE
133688,168,27,390,390,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Byers,CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,TRUE
133690,168,24,436,436,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Byers,CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,TRUE
133691,168,24,282,282,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Byers,CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,TRUE
133695,168,24,428,428,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Byers,CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,TRUE
133696,168,24,350,350,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Byers,CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,TRUE
133698,168,25,670,670,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Byers,CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,TRUE
133699,168,25,555,555,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Byers,CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,TRUE
133700,168,24,266,266,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Byers,CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,TRUE
133702,168,24,426,426,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Byers,CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,TRUE
133704,168,24,434,434,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Byers,CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,TRUE
133707,168,24,285,285,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Byers,CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,TRUE
133708,168,24,498,498,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Byers,CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,TRUE
133709,168,24,496,496,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Byers,CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,TRUE
133710,168,24,571,571,English (American),WS,NA,NA,NA,NA,FALSE,NA,FALSE,Byers,CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,TRUE
133712,168,16,24,24,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133713,168,16,18,18,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133714,168,16,62,62,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133715,168,16,15,15,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133716,168,16,22,22,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133717,168,16,23,23,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133718,168,16,71,71,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133719,168,16,78,78,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133720,168,16,42,42,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133721,168,16,35,35,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133722,168,16,51,51,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133723,168,16,120,120,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133724,168,16,31,31,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133725,168,16,71,71,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133726,168,16,138,138,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133727,168,16,107,107,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133728,168,16,6,6,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133729,168,16,6,6,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133730,168,16,41,41,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133731,168,16,75,75,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133732,168,16,31,31,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133733,168,16,12,12,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133734,168,16,93,93,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133735,168,16,8,8,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133736,168,16,44,44,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133737,168,16,100,100,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133738,168,16,220,220,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133739,168,16,25,25,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133740,168,16,5,5,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133741,168,16,17,17,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133742,168,16,10,10,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133743,168,16,46,46,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133744,168,16,10,10,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133745,168,16,52,52,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133746,168,16,59,59,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133747,168,16,3,3,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133748,168,16,4,4,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133749,168,16,56,56,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133750,168,16,41,41,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133751,168,16,47,47,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133752,168,16,34,34,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133753,168,16,68,68,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133754,168,16,91,91,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133755,168,16,89,89,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133756,168,16,4,4,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133757,168,16,22,22,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133758,168,16,31,31,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133759,168,16,81,81,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133760,168,16,8,8,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133761,168,16,17,17,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133762,168,16,552,552,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,TRUE
133763,168,16,11,11,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133764,168,16,45,45,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133765,168,16,62,62,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133766,168,16,21,21,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133767,168,16,6,6,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133768,168,16,24,24,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133769,168,16,242,242,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133770,168,16,26,26,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133771,168,16,14,14,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133772,168,16,37,37,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133773,168,16,35,35,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133774,168,16,51,51,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133775,168,16,51,51,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133776,168,16,22,22,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133777,168,16,17,17,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133778,168,16,41,41,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133779,168,16,27,27,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133780,168,16,26,26,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133781,168,16,52,52,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133782,168,16,69,69,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133783,168,16,6,6,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133784,168,16,35,35,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133785,168,16,117,117,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133786,168,16,200,200,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133787,168,16,25,25,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133788,168,16,108,108,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133789,168,16,42,42,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133790,168,16,4,4,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133791,168,16,25,25,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133792,168,16,45,45,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133793,168,16,145,145,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133794,168,16,60,60,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133795,168,16,85,85,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133796,168,16,6,6,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133797,168,16,77,77,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133798,168,16,74,74,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133799,168,16,7,7,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133800,168,16,12,12,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133801,168,16,322,322,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133802,168,16,1,1,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133803,168,16,77,77,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133804,168,16,50,50,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133805,168,16,7,7,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133806,168,16,17,17,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133807,168,16,46,46,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133808,168,16,59,59,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133809,168,16,30,30,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133810,168,16,99,99,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133811,168,16,36,36,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133812,168,16,34,34,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133813,168,16,25,25,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133814,168,16,7,7,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133815,168,16,86,86,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133816,168,16,42,42,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133817,168,16,6,6,English (American),WS,NA,NA,Male,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
133818,168,16,8,8,English (American),WS,NA,NA,Female,NA,FALSE,NA,TRUE,Thal (16),CC-BY,item_168,mittens,word,clothing,nouns,nouns,mittens,,FALSE
